Id,MSSubClass,MSZoning,LotFrontage,LotArea,LotShape,LandContour,LotConfig,LandSlope,Neighborhood,Condition1,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice,HasPool,HasMisc,HasAlley,HasFence,HasAltHeating,HouseAge,RemodelAge,GarageAge,TotalPorchSF,TotalBath,TotalSF,SalePrice_raw
163,20,RL,4.564348191467836,9.407796816354407,Reg,Lvl,Corner,Gtl,NridgHt,Norm,1Fam,1Story,7,5,2005,2005,Gable,VinylSd,VinylSd,BrkFace,5.424950017481403,Gd,TA,PConc,Gd,TA,Mn,BLQ,7.091742115095153,Unf,0.0,5.831882477283517,7.340835554123275,Ex,Y,SBrkr,7.340835554123275,0.0,0.0,7.340835554123275,0.0,0.0,2,0.0,3,0.6931471805599453,Gd,2.0794415416798357,Typ,0.6931471805599453,Gd,Attchd,2005.0,RFn,2,532,TA,TA,Y,0.0,4.2626798770413155,0.0,0.0,0.0,0.0,0.0,5,2010,New,Partial,12.301387370778713,0,0,0,0,0,5,5,5.0,70,2.0,3082,220000
164,45,RL,4.02535169073515,8.612685172875459,Reg,Lvl,Inside,Gtl,OldTown,Norm,1Fam,1.5Unf,4,6,1956,1956,Gable,MetalSd,MetalSd,NA,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,6.78332520060396,6.78332520060396,Ex,Y,SBrkr,6.78332520060396,0.0,0.0,6.78332520060396,0.0,0.0,1,0.0,1,0.6931471805599453,TA,1.6094379124341003,Typ,0.0,NA,NA,0.0,NA,0,0,NA,NA,Y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,2007,WD,Normal,11.544433821905134,0,0,0,1,0,51,51,2007.0,0,1.0,1764,103200
165,40,RM,3.713572066704308,8.594339400592892,Reg,Lvl,Corner,Gtl,OldTown,Norm,1Fam,1Story,6,7,1926,2004,Gable,MetalSd,MetalSd,NA,0.0,TA,Gd,BrkTil,TA,TA,Mn,LwQ,5.916202062607435,Unf,0.0,6.659293919683638,7.047517221357296,Gd,Y,FuseA,7.047517221357296,6.148468295917647,0.0,7.388327859577107,0.0,0.0,2,0.0,3,0.6931471805599453,Gd,1.791759469228055,Typ,0.0,NA,Detchd,1926.0,Unf,1,216,TA,TA,Y,0.0,0.0,5.214935757608986,0.0,0.0,0.0,0.0,10,2007,WD,Normal,11.931642378754141,0,0,1,0,0,81,3,81.0,183,2.0,2765,152000
166,190,RL,4.143134726391533,9.220983532074662,Reg,Lvl,Inside,Gtl,Edwards,Norm,2fmCon,1.5Fin,5,7,1940,1999,Gable,Wd Sdng,Wd Sdng,NA,0.0,TA,Gd,BrkTil,TA,TA,No,ALQ,5.863631175598097,Rec,5.204006687076795,4.727387818712341,6.4692503167957724,Gd,Y,SBrkr,6.695798917058491,6.306275286948016,0.0,7.212294468500341,0.6931471805599453,0.0,2,0.0,4,1.0986122886681098,TA,1.9459101490553132,Typ,0.0,NA,NA,0.0,NA,0,0,NA,NA,Y,4.948759890378168,0.0,0.0,0.0,0.0,0.0,0.0,9,2008,WD,Normal,11.755879486687116,0,0,0,0,0,68,9,2008.0,0,3.0,1999,127500
167,20,RL,4.394449154672439,9.278839788400875,IR1,Lvl,Inside,Gtl,ClearCr,Norm,1Fam,1Story,5,5,1955,1993,Hip,Wd Sdng,Wd Sdng,NA,0.0,Gd,TA,CBlock,TA,TA,No,LwQ,5.940171252720432,BLQ,6.645090969505644,6.154858094016418,7.388946097618437,Ex,Y,FuseA,7.532623618788788,0.0,0.0,7.532623618788788,0.6931471805599453,0.0,1,0.0,2,0.6931471805599453,TA,2.0794415416798357,Typ,1.3862943611198906,Gd,Attchd,1955.0,Fin,1,303,TA,TA,Y,6.1675164908883415,0.0,0.0,0.0,4.962844630259907,0.0,0.0,11,2009,COD,Normal,12.154784614286667,0,0,0,1,0,54,16,54.0,142,2.0,3484,190000
168,60,RL,4.465908118654584,9.265112607823163,Reg,Lvl,Inside,Gtl,NridgHt,Norm,1Fam,2Story,8,5,2007,2007,Gable,VinylSd,VinylSd,Stone,5.707110264748875,Gd,TA,PConc,Ex,TA,No,GLQ,7.161622002939187,Unf,0.0,5.68697535633982,7.367077059881012,Ex,Y,SBrkr,7.384610383176974,6.313548046277095,0.0,7.6787889981991535,0.6931471805599453,0.0,1,0.6931471805599453,3,0.6931471805599453,Ex,2.1972245773362196,Typ,0.6931471805599453,Gd,Attchd,2007.0,Fin,3,789,TA,TA,Y,5.187385805840755,4.795790545596741,0.0,0.0,0.0,0.0,0.0,11,2007,New,Partial,12.693501691489768,0,0,0,0,0,0,0,0.0,120,2.5,3743,325624
169,60,RL,4.143134726391533,9.0173622349937,IR1,Lvl,Inside,Gtl,Gilbert,Norm,1Fam,2Story,7,5,2004,2004,Gable,VinylSd,VinylSd,NA,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,6.734591659972948,6.734591659972948,Ex,Y,SBrkr,6.734591659972948,6.78105762593618,0.0,7.450660796211539,0.0,0.0,2,0.6931471805599453,3,0.6931471805599453,Gd,2.0794415416798357,Typ,0.6931471805599453,Gd,Attchd,2004.0,Fin,2,440,TA,TA,Y,4.61512051684126,3.8918202981106265,0.0,0.0,0.0,0.0,0.0,5,2007,WD,Normal,12.119975396053194,0,0,0,0,0,3,3,3.0,48,2.5,2560,183500
170,20,RL,4.454347296253507,9.72136597574484,IR1,Lvl,Corner,Gtl,Timber,Norm,1Fam,1Story,8,6,1981,1981,Hip,Plywood,Plywood,BrkFace,6.483107351457199,Gd,TA,CBlock,Gd,TA,No,Unf,0.0,Unf,0.0,7.430707082545968,7.430707082545968,TA,Y,SBrkr,7.443078374348516,0.0,0.0,7.443078374348516,0.0,0.0,2,0.6931471805599453,2,0.6931471805599453,TA,1.9459101490553132,Typ,0.6931471805599453,TA,Attchd,1981.0,RFn,2,511,TA,TA,Y,6.354370040797351,4.174387269895637,0.0,0.0,0.0,0.0,0.0,1,2006,WD,Normal,12.337105293891872,0,0,0,0,0,25,25,25.0,64,2.5,3393,228000
171,50,RM,4.110873864173311,9.422139821589736,IR1,Lvl,Inside,Gtl,OldTown,Feedr,1Fam,1.5Fin,5,6,1941,1950,Gable,MetalSd,MetalSd,NA,0.0,TA,TA,CBlock,TA,TA,No,Rec,5.8888779583328805,Unf,0.0,5.8888779583328805,6.580639137284949,TA,Y,SBrkr,6.75110146893676,0.0,6.270988431858299,7.232010331664759,0.0,0.0,1,0.6931471805599453,2,0.6931471805599453,TA,2.0794415416798357,Typ,0.0,NA,Detchd,1991.0,Unf,2,660,TA,TA,Y,5.472270673671475,0.0,0.0,0.0,0.0,0.0,0.0,5,2007,WD,Normal,11.763691965388299,0,0,0,0,0,66,57,16.0,0,1.5,1574,128500
172,20,RL,4.955827057601261,10.366309203003638,IR1,Lvl,Corner,Gtl,NAmes,Norm,1Fam,1Story,6,5,1960,1960,Hip,BrkFace,Plywood,Stone,4.727387818712341,TA,TA,CBlock,TA,Gd,Gd,BLQ,6.461468176353717,Unf,0.0,6.091309882077698,6.985641817639208,Fa,Y,SBrkr,7.4127640174265625,0.0,0.0,7.4127640174265625,0.6931471805599453,0.0,1,0.0,3,0.6931471805599453,TA,2.0794415416798357,Typ,1.0986122886681098,Gd,Attchd,1960.0,Fin,2,528,TA,TA,P,5.351858133476067,4.143134726391533,0.0,0.0,0.0,0.0,0.0,5,2010,WD,Normal,12.278397958261774,0,0,0,0,0,50,50,50.0,62,2.0,2736,215000
173,160,RL,3.8066624897703196,8.576781982827894,IR1,Lvl,Inside,Gtl,StoneBr,Norm,TwnhsE,2Story,7,7,1987,1987,Gable,HdBoard,HdBoard,NA,0.0,Gd,Gd,PConc,Gd,Gd,No,GLQ,6.206575926724928,Rec,5.375278407684165,5.872117789475416,6.970730078143525,Gd,Y,SBrkr,6.970730078143525,6.556778356158042,0.0,7.477604243197589,0.6931471805599453,0.0,2,0.0,2,0.6931471805599453,Gd,1.791759469228055,Typ,0.6931471805599453,TA,Attchd,1987.0,RFn,2,504,Gd,TA,Y,6.091309882077698,3.58351893845611,0.0,0.0,0.0,0.0,0.0,6,2006,WD,Normal,12.384223015005313,0,0,0,0,0,19,19,19.0,35,3.0,2831,239000
174,20,RL,4.394449154672439,9.2299469016151,IR1,Lvl,Inside,Gtl,NAmes,Norm,1Fam,1Story,6,5,1961,1961,Gable,WdShing,Wd Shng,BrkCmn,6.198478716492308,TA,TA,CBlock,TA,TA,No,ALQ,5.666426688112432,Rec,5.926926025970411,6.55250788703459,7.217443431696533,TA,Y,SBrkr,7.217443431696533,0.0,0.0,7.217443431696533,0.6931471805599453,0.0,1,0.6931471805599453,3,0.6931471805599453,TA,1.9459101490553132,Typ,0.6931471805599453,TA,Attchd,1961.0,Unf,2,504,TA,TA,Y,0.0,3.044522437723423,0.0,0.0,0.0,0.0,0.0,6,2008,COD,Normal,12.001511614739405,0,0,0,0,0,47,47,47.0,20,2.5,2724,163000
175,20,RL,3.871201010907891,9.426821780416843,IR1,Lvl,Inside,Gtl,Timber,Norm,1Fam,1Story,6,5,1986,1986,Gable,VinylSd,Plywood,Stone,4.890349128221754,TA,TA,CBlock,Gd,Fa,No,ALQ,7.243512974665482,LwQ,5.342334251964811,0.0,7.382124365737512,TA,Y,SBrkr,7.409741954080923,0.0,0.0,7.409741954080923,0.6931471805599453,0.0,2,0.0,3,0.6931471805599453,TA,2.0794415416798357,Min2,0.6931471805599453,TA,Attchd,1986.0,Fin,2,616,TA,TA,Y,5.262690188904886,0.0,0.0,0.0,0.0,0.0,0.0,11,2008,WD,Normal,12.122696471358964,0,0,0,0,0,22,22,22.0,0,3.0,3257,184000
176,20,RL,4.442651256490317,9.442721128642875,Reg,Lvl,Corner,Gtl,Edwards,Norm,1Fam,1Story,6,7,1950,2001,Gable,WdShing,Wd Shng,NA,0.0,TA,TA,CBlock,TA,Gd,Av,ALQ,6.169610732491456,Unf,0.0,6.587550014824796,7.0925737159746784,TA,Y,SBrkr,7.677400430514807,0.0,0.0,7.677400430514807,0.6931471805599453,0.0,2,0.0,4,0.6931471805599453,Gd,2.0794415416798357,Typ,0.6931471805599453,Gd,Attchd,1950.0,Unf,2,576,TA,TA,Y,0.0,3.4011973816621555,3.6888794541139363,0.0,0.0,0.0,0.0,6,2007,WD,Normal,12.400820837540556,0,0,0,1,0,57,6,57.0,68,3.0,3360,243000
177,60,RL,4.584967478670572,9.21333588095598,IR1,Lvl,Corner,Gtl,ClearCr,Norm,1Fam,2Story,6,5,1988,1989,Gable,Plywood,Plywood,BrkFace,5.594711379601839,Gd,TA,PConc,Gd,TA,No,GLQ,6.723832440821209,Unf,0.0,5.771441123130016,7.049254841255837,TA,Y,SBrkr,7.060476365999801,6.799055862058796,0.0,7.630946580890459,0.0,0.6931471805599453,2,0.6931471805599453,4,0.6931471805599453,TA,2.1972245773362196,Typ,0.6931471805599453,TA,Attchd,1988.0,Unf,2,521,TA,TA,Y,0.0,5.43372200355424,0.0,0.0,5.262690188904886,0.0,0.0,9,2007,WD,Normal,12.259618151783465,0,0,0,0,0,19,18,19.0,420,3.0,3211,211000
178,50,RL,4.276666119016055,9.521568058002977,Reg,Lvl,Inside,Gtl,Sawyer,Norm,1Fam,1.5Fin,5,5,1958,1958,Gable,MetalSd,MetalSd,NA,0.0,Gd,Gd,CBlock,TA,TA,No,ALQ,4.060443010546419,BLQ,6.091309882077698,6.318968113746434,6.959398512133975,Ex,Y,SBrkr,7.133295954896068,6.505784060128229,0.0,7.560601162768557,0.6931471805599453,0.0,2,0.0,4,0.6931471805599453,Gd,2.1972245773362196,Typ,0.6931471805599453,Gd,Attchd,1958.0,Unf,2,451,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,2006,WD,Normal,12.058158312538197,0,0,0,0,0,48,48,48.0,0,3.0,2972,172500
180,30,RM,4.110873864173311,9.050288983827956,Reg,Lvl,Inside,Gtl,OldTown,Norm,1Fam,1Story,5,6,1923,2006,Gable,Wd Sdng,Wd Sdng,NA,0.0,Gd,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,6.876264611890766,6.876264611890766,TA,Y,SBrkr,6.876264611890766,0.0,0.0,6.876264611890766,0.0,0.0,1,0.0,2,0.6931471805599453,TA,1.791759469228055,Typ,0.0,NA,Detchd,1935.0,Unf,2,480,Fa,TA,N,0.0,0.0,5.220355825078324,0.0,0.0,0.0,0.0,7,2007,WD,Normal,11.51293546492023,0,0,0,0,0,84,1,72.0,184,1.0,1936,100000
181,160,FV,4.310799125385514,7.658227526161352,Reg,Lvl,Inside,Gtl,Somerst,Norm,Twnhs,2Story,6,5,2000,2000,Gable,MetalSd,MetalSd,BrkFace,6.124683390894205,Gd,TA,PConc,Gd,TA,No,GLQ,6.07993319509559,Unf,0.0,5.771441123130016,6.6293632534374485,Ex,Y,SBrkr,6.646390514847729,6.6293632534374485,0.0,7.330405211844402,0.0,0.0,2,0.6931471805599453,3,0.6931471805599453,Gd,1.791759469228055,Typ,0.6931471805599453,TA,Detchd,2000.0,Unf,2,440,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,2007,WD,Normal,12.083910661257521,0,0,0,0,0,7,7,7.0,0,2.5,2281,177000
182,70,RL,4.007333185232471,8.934455109403913,Reg,Lvl,Inside,Gtl,Crawfor,Norm,1Fam,2Story,7,6,1920,1950,Gable,Stucco,Stucco,NA,0.0,TA,TA,BrkTil,Fa,TA,No,LwQ,5.8664680569332965,Unf,0.0,6.091309882077698,6.677083461247136,Gd,Y,SBrkr,6.804614520062624,6.804614520062624,0.0,7.497207223203318,0.0,0.0,1,0.6931471805599453,4,0.6931471805599453,TA,2.302585092994046,Typ,0.6931471805599453,Gd,Detchd,1920.0,Unf,1,216,Fa,TA,Y,0.0,0.0,3.713572066704308,0.0,0.0,0.0,0.0,7,2006,WD,Normal,12.206577518060588,0,0,0,0,0,86,56,86.0,40,1.5,2595,200100
183,20,RL,4.110873864173311,9.11173476822206,Reg,Lvl,Inside,Gtl,Edwards,Artery,1Fam,1Story,5,6,1957,2006,Hip,Wd Sdng,Wd Sdng,BrkFace,4.59511985013459,TA,TA,PConc,NA,NA,NA,NA,0.0,NA,0.0,0.0,0.0,Ex,Y,SBrkr,7.201170883281678,0.0,0.0,7.201170883281678,0.0,0.0,1,0.0,3,0.6931471805599453,TA,2.0794415416798357,Typ,0.6931471805599453,Gd,Attchd,1957.0,RFn,1,252,TA,TA,Y,4.762173934797756,0.0,0.0,5.198497031265826,0.0,0.0,0.0,6,2007,WD,Normal,11.695255355062795,0,0,0,1,0,50,1,50.0,180,1.0,1340,120000
184,50,RM,4.1588830833596715,9.343734255146714,Reg,Lvl,Inside,Gtl,OldTown,Norm,1Fam,1.5Fin,7,5,2003,2003,Gable,VinylSd,VinylSd,NA,0.0,TA,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,7.217443431696533,7.217443431696533,Ex,Y,SBrkr,7.217443431696533,6.580639137284949,0.0,7.641564441260972,0.0,0.0,2,0.6931471805599453,3,0.6931471805599453,Gd,1.9459101490553132,Mod,0.0,NA,Detchd,2003.0,Unf,2,484,TA,TA,N,5.638354669333745,5.476463551931511,0.0,0.0,0.0,0.0,0.0,6,2008,WD,Normal,12.206077645517674,0,0,0,0,0,5,5,5.0,238,2.5,3444,200000
185,50,RL,4.532599493153256,8.914491710191342,IR1,Lvl,Inside,Gtl,BrkSide,RRAn,1Fam,1.5Fin,5,8,1908,1991,Gable,AsbShng,Plywood,NA,0.0,TA,TA,PConc,Fa,TA,No,Unf,0.0,Unf,0.0,6.22455842927536,6.22455842927536,Gd,Y,SBrkr,6.842683282238422,5.75890177387728,0.0,7.133295954896068,0.0,0.0,1,0.0,3,0.6931471805599453,TA,1.791759469228055,Typ,0.0,NA,Attchd,1986.0,Unf,2,576,TA,TA,Y,4.653960350157523,0.0,0.0,0.0,0.0,0.0,0.0,6,2006,WD,Normal,11.751950239425476,0,0,0,1,0,98,15,20.0,0,1.0,1756,127000
186,75,RM,4.51085950651685,10.041116787524166,IR2,Lvl,Inside,Gtl,OldTown,Artery,1Fam,2.5Fin,10,9,1892,1993,Gable,Wd Sdng,Wd Sdng,NA,0.0,Gd,Gd,BrkTil,TA,TA,Mn,Unf,0.0,Unf,0.0,7.010311867307229,7.010311867307229,Ex,Y,SBrkr,7.325807502595773,7.325807502595773,6.35088571671474,8.19118600464279,0.0,0.0,2,0.6931471805599453,4,0.6931471805599453,Ex,2.5649493574615367,Typ,1.0986122886681098,TA,Detchd,1993.0,Unf,3,840,Ex,TA,Y,0.0,5.564520407322694,0.0,0.0,6.018593214496234,0.0,0.0,6,2006,WD,Normal,13.07107218827772,0,0,0,1,0,114,13,13.0,670,2.5,4143,475000
187,80,RL,4.30406509320417,9.205126804923296,IR1,Lvl,CulDSac,Gtl,Mitchel,Norm,1Fam,SLvl,7,5,1990,1991,Gable,HdBoard,HdBoard,NA,0.0,TA,TA,PConc,Gd,TA,Av,GLQ,6.416732282512326,Unf,0.0,6.359573868672378,7.080867896690782,Ex,Y,SBrkr,7.1049654482698426,0.0,0.0,7.1049654482698426,0.6931471805599453,0.0,2,0.0,3,0.6931471805599453,Gd,1.9459101490553132,Typ,0.0,NA,Attchd,1990.0,Unf,2,497,TA,TA,Y,5.1298987149230735,3.332204510175204,0.0,0.0,0.0,0.0,0.0,6,2009,WD,Normal,12.06105265381003,0,0,0,1,0,19,18,19.0,27,3.0,2405,173000
188,50,RL,4.110873864173311,9.250618218474752,Reg,Lvl,Inside,Gtl,OldTown,Norm,1Fam,1.5Fin,5,7,1916,1987,Gable,HdBoard,HdBoard,NA,0.0,TA,TA,CBlock,Fa,TA,No,Unf,0.0,Unf,0.0,6.493753839851686,6.493753839851686,Ex,Y,SBrkr,6.695798917058491,6.558197802812269,4.976733742420574,7.4127640174265625,0.0,0.0,2,0.6931471805599453,3,0.6931471805599453,TA,2.1972245773362196,Min2,0.0,NA,Detchd,1916.0,Unf,1,180,Fa,Fa,N,0.0,0.0,0.0,4.948759890378168,0.0,0.0,0.0,8,2009,WD,Normal,11.813037464800539,0,0,0,1,0,93,22,93.0,140,2.5,2172,135000
189,90,RL,4.174387269895637,8.856376036730422,Reg,Bnk,Inside,Gtl,SawyerW,Feedr,Duplex,SFoyer,5,5,1979,1979,Gable,Plywood,Plywood,Stone,5.62040086571715,TA,TA,CBlock,Gd,TA,Av,GLQ,6.99117688712121,Unf,0.0,0.0,6.99117688712121,TA,Y,SBrkr,7.110696122978827,0.0,0.0,7.110696122978827,1.0986122886681098,0.0,0,1.0986122886681098,2,1.0986122886681098,TA,1.9459101490553132,Typ,1.0986122886681098,TA,Detchd,1979.0,Unf,2,528,TA,TA,Y,4.795790545596741,0.0,0.0,0.0,0.0,0.0,0.0,6,2009,WD,Alloca,11.940399914116648,0,0,0,0,0,30,30,30.0,0,3.0,2310,153337
190,120,RL,3.7376696182833684,8.501876487304344,Reg,Lvl,Inside,Gtl,StoneBr,Norm,TwnhsE,1Story,8,5,2001,2002,Gable,CemntBd,CmentBd,NA,0.0,Gd,TA,PConc,Ex,TA,Av,GLQ,7.050989447068045,Unf,0.0,6.089044875446846,7.374001859350161,Ex,Y,SBrkr,7.374001859350161,0.0,0.0,7.374001859350161,0.6931471805599453,0.0,1,0.6931471805599453,0,0.6931471805599453,Ex,1.791759469228055,Typ,0.6931471805599453,Gd,Attchd,2001.0,Fin,2,682,TA,TA,Y,0.0,4.795790545596741,0.0,0.0,5.41610040220442,0.0,0.0,8,2008,WD,Normal,12.563750586299374,0,0,0,0,0,7,6,7.0,344,2.5,3186,286000
191,70,RL,4.2626798770413155,9.265869681768663,Reg,Bnk,Inside,Mod,Crawfor,Norm,1Fam,2Story,8,8,1932,1994,Hip,BrkFace,BrkFace,NA,0.0,Gd,TA,CBlock,Gd,Gd,No,Rec,5.697093486505405,Unf,0.0,6.322565239927284,6.74993119378857,TA,Y,SBrkr,7.346010209913293,7.072421900537371,0.0,7.911324018963353,0.0,0.0,2,0.6931471805599453,3,0.6931471805599453,Gd,2.3978952727983707,Maj1,1.0986122886681098,TA,Detchd,1932.0,Unf,2,440,TA,TA,Y,0.0,4.31748811353631,0.0,0.0,0.0,0.0,0.0,12,2007,WD,Normal,12.660331092405906,0,0,0,0,0,75,13,75.0,74,2.5,3580,315000
192,60,RL,4.30406509320417,8.91905180393029,IR1,Lvl,CulDSac,Gtl,NAmes,Norm,1Fam,2Story,7,9,1972,2004,Gable,HdBoard,HdBoard,BrkFace,4.9344739331306915,TA,TA,CBlock,TA,TA,No,ALQ,6.440946540632921,Unf,0.0,4.605170185988092,6.587550014824796,Gd,Y,SBrkr,6.587550014824796,6.626717749249025,0.0,7.299797366758161,0.6931471805599453,0.0,1,0.6931471805599453,4,0.6931471805599453,Gd,2.0794415416798357,Typ,0.0,NA,Attchd,1972.0,Fin,2,484,TA,TA,Y,0.0,3.4965075614664802,0.0,0.0,0.0,0.0,0.0,6,2007,WD,Normal,12.122696471358964,0,0,0,0,0,35,3,35.0,32,2.5,2204,184000
193,20,RL,4.23410650459726,9.106977858981029,IR1,Lvl,Inside,Gtl,CollgCr,Norm,1Fam,1Story,7,5,1999,1999,Gable,VinylSd,VinylSd,NA,0.0,Gd,TA,PConc,Gd,TA,Av,GLQ,6.329720905522696,Unf,0.0,6.77078942390898,7.266827347520591,Ex,Y,SBrkr,7.266827347520591,0.0,0.0,7.266827347520591,0.6931471805599453,0.0,2,0.0,3,0.6931471805599453,Gd,1.9459101490553132,Typ,0.0,NA,Attchd,1999.0,Fin,2,666,TA,TA,Y,0.0,3.58351893845611,0.0,0.0,0.0,0.0,0.0,9,2009,WD,Normal,12.165255859329688,0,0,0,0,0,10,10,10.0,35,3.0,2862,192000
194,160,RM,3.2188758248682006,7.833203948641057,Reg,Lvl,Inside,Gtl,Edwards,Norm,Twnhs,2Story,7,5,2004,2004,Gable,VinylSd,VinylSd,Stone,3.9318256327243257,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,6.878326468291325,6.878326468291325,Ex,Y,SBrkr,6.878326468291325,6.606650186198215,0.0,7.444248649496705,0.0,0.0,2,0.0,3,0.6931471805599453,Gd,2.0794415416798357,Maj1,0.0,NA,Detchd,2004.0,Unf,2,380,TA,TA,Y,0.0,3.713572066704308,0.0,0.0,0.0,0.0,0.0,5,2006,WD,Normal,11.775297421715827,0,0,0,0,0,2,2,2.0,40,2.0,2679,130000
195,20,RL,4.110873864173311,8.879193928110318,IR1,Lvl,Inside,Gtl,CollgCr,Norm,1Fam,1Story,5,7,1972,1972,Hip,HdBoard,HdBoard,NA,0.0,TA,TA,CBlock,TA,TA,Av,ALQ,5.968707559985366,Unf,0.0,6.163314804034641,6.762729506931879,TA,Y,SBrkr,6.762729506931879,0.0,0.0,6.762729506931879,0.0,0.0,1,0.0,3,0.6931471805599453,TA,1.791759469228055,Typ,0.0,NA,Detchd,1989.0,Unf,1,352,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,2008,WD,Normal,11.751950239425476,0,0,0,0,0,36,36,19.0,0,1.0,1728,127000
196,160,RL,3.2188758248682006,7.732369222284388,Reg,Lvl,FR2,Gtl,NPkVill,Norm,Twnhs,2Story,6,6,1976,1976,Gable,Plywood,Brk Cmn,NA,0.0,TA,TA,CBlock,Gd,TA,No,ALQ,6.340359303727752,Unf,0.0,5.66988092298052,6.752270376141742,TA,Y,SBrkr,6.752270376141742,6.400257445308821,0.0,7.284134806195205,0.0,0.0,2,0.6931471805599453,3,0.6931471805599453,TA,2.0794415416798357,Typ,0.6931471805599453,TA,Attchd,1976.0,Unf,2,440,TA,TA,Y,4.477336814478207,0.0,0.0,0.0,0.0,0.0,0.0,7,2009,WD,Normal,11.908346971208951,0,0,0,0,0,33,33,33.0,0,2.5,2311,148500
197,20,RL,4.382026634673881,9.150271845510064,Reg,Lvl,Inside,Gtl,Somerst,Norm,1Fam,1Story,7,5,2007,2007,Hip,CemntBd,CmentBd,Stone,5.327876168789581,Ex,TA,PConc,Ex,TA,No,GLQ,7.027314514039777,Unf,0.0,6.398594934535208,7.454141078146678,Ex,Y,SBrkr,7.454141078146678,0.0,0.0,7.454141078146678,0.6931471805599453,0.0,2,0.0,3,0.6931471805599453,Ex,2.1972245773362196,Typ,0.6931471805599453,Gd,Attchd,2007.0,Fin,3,786,TA,TA,Y,5.147494476813453,4.9344739331306915,0.0,0.0,5.58724865840025,0.0,0.0,9,2007,New,Partial,12.650351332641707,0,0,0,0,0,0,0,0.0,404,3.0,3452,311872
198,75,RL,5.1647859739235145,10.143291544743445,Reg,Lvl,Corner,Gtl,NAmes,Artery,1Fam,2Story,8,4,1918,1990,Gable,Stucco,Stucco,NA,0.0,Gd,Gd,PConc,TA,TA,No,GLQ,6.9440872082295275,LwQ,5.220355825078324,4.948759890378168,7.215975002651466,Gd,Y,SBrkr,7.215975002651466,7.215975002651466,5.973809611869261,8.043342170441608,0.6931471805599453,0.6931471805599453,2,0.0,4,0.6931471805599453,Gd,2.1972245773362196,Typ,0.6931471805599453,Ex,Detchd,1918.0,Unf,2,795,TA,TA,Y,0.0,2.833213344056216,6.315358001522335,0.0,0.0,6.240275845170769,0.0,3,2006,WD,Abnorml,12.367345048436391,1,0,0,1,0,88,16,88.0,568,3.5,4080,235000
199,75,RM,4.532599493153256,8.616314282284044,Reg,Lvl,Corner,Gtl,OldTown,Norm,1Fam,2.5Fin,6,6,1912,1950,Gable,Wd Sdng,Wd Sdng,NA,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,6.628041376179533,6.628041376179533,Ex,Y,SBrkr,6.835184586147301,6.835184586147301,5.918893854273146,7.709756864454165,0.0,0.0,1,0.0,5,0.6931471805599453,TA,2.1972245773362196,Typ,0.0,NA,NA,0.0,NA,0,0,NA,NA,Y,0.0,5.293304824724492,3.4339872044851463,0.0,0.0,0.0,0.0,7,2009,WD,Abnorml,11.552155793461898,0,0,0,1,0,97,59,2009.0,228,1.0,2613,104000
200,20,RL,4.343805421853684,9.16868469670735,Reg,Lvl,Inside,Gtl,NridgHt,Norm,1Fam,1Story,8,5,2004,2005,Hip,VinylSd,VinylSd,BrkFace,5.572154032177765,Gd,TA,PConc,Ex,TA,Av,GLQ,6.9930151229329605,Unf,0.0,6.439350371100098,7.446585099157725,Ex,Y,SBrkr,7.446585099157725,0.0,0.0,7.446585099157725,0.6931471805599453,0.0,2,0.0,3,0.6931471805599453,Ex,2.0794415416798357,Typ,0.6931471805599453,Gd,Attchd,2004.0,Fin,3,856,TA,TA,Y,0.0,3.295836866004329,0.0,0.0,5.14166355650266,0.0,0.0,1,2009,WD,Normal,12.524166311833152,0,0,0,0,0,5,4,5.0,196,3.0,3426,274900
